"idx_condition","idx_trial","T_fm","T_fu","T_rm","T_ru","R_fm","R_fu","R_rm","R_ru","f_halt","r_halt","n_items"
30,232,1,1,1,1,3,1,1,1,2,4,8
31,232,1,1,2,2,2,2,2,2,2,5,8
32,232,1,1,2,2,2,2,2,2,1,4,8
33,232,2,1,5,1,2,1,2,1,3,5,8
34,232,2,2,2,2,2,2,2,2,2,4,8
35,232,2,2,8,3,3,2,3,2,2,6,8
36,232,2,2,2,2,2,2,2,2,2,4,8
37,232,1,1,1,1,1,1,1,1,3,5,8
38,232,2,1,2,2,2,1,2,2,2,4,8
39,232,1,1,8,3,-1,2,3,2,2,5,8
40,232,2,2,2,2,2,2,2,2,2,3,8
41,232,1,1,4,1,1,1,1,1,3,4,8
42,232,1,1,1,1,1,1,1,1,2,4,8
43,232,1,1,8,1,4,1,3,1,1,5,8
44,232,1,1,1,1,2,1,2,1,1,4,8
45,232,1,1,3,1,1,1,3,1,2,5,8
46,232,1,1,2,1,2,1,2,1,2,4,8
47,232,1,1,2,1,2,1,2,2,1,6,8
48,232,1,1,2,2,2,2,2,2,1,4,8
49,232,1,1,1,1,1,1,1,1,2,6,8
50,232,1,1,2,1,2,1,2,1,2,4,8
51,232,1,1,3,1,3,1,3,1,1,5,8
52,232,1,1,2,1,3,1,2,1,1,4,8
1,233,1,1,1,1,1,1,1,1,3,4,8
2,233,2,1,4,1,1,1,1,1,4,4,8
3,233,0,0,0,0,0,0,0,0,4,4,8
4,233,0,0,0,0,0,0,0,0,4,5,8
5,233,1,1,1,1,3,1,2,1,2,4,8
6,233,1,1,1,1,2,1,2,1,2,4,8
7,233,3,1,3,1,4,1,2,1,4,4,8
8,233,2,2,4,2,2,1,2,1,4,4,8
9,233,1,1,1,1,1,1,1,1,1,4,8
10,233,1,1,1,1,1,1,1,1,1,4,8
11,233,1,1,2,1,2,1,1,1,3,4,8
12,233,2,1,2,2,2,1,2,1,3,4,8
13,233,1,1,1,1,1,1,1,1,2,4,8
14,233,1,1,1,1,1,1,1,1,1,4,8
15,233,1,1,1,1,1,1,1,1,5,5,8
16,233,1,1,5,1,1,1,1,1,4,5,8
17,233,1,1,1,1,1,1,1,1,1,5,8
18,233,1,1,1,1,2,1,2,1,1,5,8
19,233,1,1,5,1,-1,1,3,1,4,5,8
20,233,1,1,5,1,1,1,4,1,4,5,8
21,233,2,2,4,2,2,2,2,2,3,4,8
22,233,2,2,2,2,2,2,2,2,2,5,8
23,233,2,2,2,2,2,2,2,2,2,4,8
24,233,2,2,2,2,-1,2,-1,2,2,4,8
25,233,2,1,2,2,2,2,2,2,3,5,8
26,233,2,2,2,2,2,2,2,2,2,4,8
27,233,2,2,2,2,2,2,2,2,2,5,8
28,233,2,2,2,2,2,2,2,2,2,5,8
29,233,1,1,3,1,3,1,2,1,3,5,8
30,233,1,1,2,2,2,2,2,2,2,4,8
31,233,1,1,2,1,4,1,4,1,1,4,8
32,233,1,1,2,2,2,2,2,2,1,4,8
33,233,2,2,2,2,2,2,2,2,3,5,8
34,233,2,2,2,2,2,2,2,2,2,5,8
35,233,2,2,2,2,2,2,2,2,2,4,8
36,233,2,2,3,2,3,2,3,2,2,4,8
37,233,1,1,1,1,1,1,1,1,3,5,8
38,233,2,2,2,2,2,2,2,2,2,5,8
39,233,2,2,2,2,2,2,2,2,2,5,8
40,233,2,2,3,2,3,2,3,2,2,4,8
41,233,1,1,1,1,1,1,1,1,3,5,8
42,233,1,1,1,1,1,1,1,1,2,4,8
43,233,1,1,8,1,2,1,2,1,1,5,8
44,233,1,1,3,1,3,2,3,2,1,5,8
45,233,1,1,2,1,2,1,2,1,2,5,8
46,233,1,1,2,2,2,2,2,2,2,3,8
47,233,1,1,2,1,2,1,2,1,1,4,8
48,233,1,1,2,2,2,1,2,2,1,4,8
49,233,1,1,2,1,1,1,2,1,2,5,8
50,233,1,1,3,1,2,1,3,1,2,4,8
51,233,1,1,1,1,1,1,1,1,1,5,8
52,233,1,1,4,2,-1,2,2,2,1,4,8
1,234,2,1,2,1,2,1,2,1,3,4,8
2,234,2,0,3,0,2,0,2,0,3,4,8
3,234,0,0,0,0,0,0,0,0,4,5,8
4,234,0,0,0,0,0,0,0,0,4,4,8
5,234,1,1,5,1,1,1,-1,1,3,5,8
6,234,1,1,3,1,3,1,3,1,2,3,8
7,234,1,1,1,1,1,1,1,1,3,4,8
8,234,1,1,3,1,1,1,1,1,4,4,8
9,234,1,1,1,1,1,1,1,1,1,4,8
10,234,1,1,1,1,2,1,2,1,1,4,8
11,234,1,1,1,1,1,1,1,1,4,5,8
12,234,1,1,1,1,1,1,1,1,4,4,8
13,234,1,1,1,1,1,1,1,1,1,4,8
14,234,1,1,1,1,1,1,2,1,1,4,8
15,234,1,1,1,1,1,1,1,1,3,4,8
16,234,1,1,1,1,1,1,1,1,3,4,8
17,234,1,1,1,1,1,1,1,1,1,5,8
18,234,1,1,1,1,2,1,3,1,1,4,8
19,234,1,1,3,1,1,1,1,1,3,5,8
20,234,1,1,2,1,1,1,2,1,3,5,8
21,234,2,2,2,2,2,2,2,2,3,5,8
22,234,2,2,3,2,3,2,3,2,3,3,8
23,234,2,2,3,2,2,2,2,2,2,5,8
24,234,2,2,3,2,3,2,3,2,2,3,8
25,234,2,1,4,2,4,2,4,1,3,4,8
26,234,2,2,3,3,3,3,3,3,3,3,8
27,234,2,2,2,2,2,2,2,2,2,5,8
28,234,2,2,3,2,3,2,3,2,2,3,8
29,234,1,1,5,1,1,1,1,1,3,5,8
30,234,1,1,3,1,3,1,3,1,3,3,8
31,234,1,1,1,1,2,1,2,1,1,4,8
32,234,1,1,3,1,3,2,3,2,1,4,8
33,234,2,2,2,2,2,2,2,2,2,4,8
34,234,2,2,2,2,2,2,3,2,2,4,8
35,234,2,2,2,2,2,2,2,2,2,4,8
36,234,2,2,4,2,4,2,4,3,2,4,8
37,234,1,1,2,1,2,1,1,1,2,4,8
38,234,1,1,3,2,-1,1,3,1,2,4,8
39,234,2,1,2,2,3,2,2,2,2,4,8
40,234,2,1,2,2,2,2,2,2,2,4,8
41,234,1,1,1,1,1,1,1,1,3,4,8
42,234,1,1,1,1,1,1,1,1,1,4,8
43,234,1,1,1,1,1,1,1,1,1,5,8
44,234,1,1,7,1,2,1,-1,1,1,5,8
45,234,1,1,4,2,2,1,2,2,2,4,8
46,234,1,1,3,2,2,2,3,2,2,3,8
47,234,1,1,2,2,2,2,2,2,1,4,8
48,234,1,1,2,2,2,2,3,2,1,4,8
49,234,1,1,1,1,1,1,1,1,1,4,8
50,234,1,1,1,1,1,1,1,1,1,4,8
51,234,1,1,5,2,-1,1,4,1,2,5,8
52,234,1,1,1,1,1,1,1,1,1,5,8
1,235,0,0,0,0,0,0,0,0,4,5,8
2,235,0,0,0,0,0,0,0,0,3,3,8
3,235,1,0,0,0,1,0,0,0,4,5,8
4,235,3,0,1,0,1,0,1,0,4,4,8
5,235,1,1,1,1,1,1,1,1,2,4,8
6,235,1,1,1,1,2,1,1,1,2,4,8
7,235,1,1,2,1,1,1,1,1,3,5,8
8,235,1,1,1,1,1,1,1,1,3,4,8
9,235,1,1,1,1,1,1,1,1,1,4,8
10,235,1,1,1,1,2,1,2,1,1,3,8
11,235,2,1,3,1,-1,1,2,1,3,5,8
12,235,1,1,1,1,1,1,1,1,3,4,8
13,235,1,1,1,1,1,1,1,1,3,3,8
14,235,1,1,1,1,1,1,1,1,2,4,8
15,235,2,1,2,1,2,1,1,1,3,5,8
16,235,1,1,1,1,1,1,1,1,3,4,8
17,235,1,1,1,1,1,1,1,1,1,4,8
18,235,1,1,1,1,1,1,2,1,1,3,8
19,235,1,1,2,1,2,1,1,1,3,4,8
20,235,1,1,1,1,3,1,1,1,3,5,8
21,235,2,2,2,2,3,2,2,2,3,3,8
22,235,2,2,2,2,2,2,2,2,2,3,8
23,235,2,2,2,2,2,2,2,2,2,4,8
24,235,2,2,2,2,3,2,2,2,2,3,8
25,235,2,2,3,2,2,2,2,2,3,4,8
26,235,2,2,2,2,2,2,2,2,2,3,8
27,235,2,2,2,2,2,2,2,2,2,4,8
28,235,2,2,2,2,2,2,2,2,2,3,8
29,235,1,1,1,1,1,1,1,1,3,4,8
30,235,1,1,3,1,3,1,3,1,2,3,8
31,235,1,1,2,1,2,2,2,1,2,3,8
32,235,1,1,2,1,3,1,3,2,1,3,8
33,235,1,1,1,1,3,1,1,1,3,4,8
34,235,2,2,2,2,2,2,2,2,2,4,8
35,235,2,2,2,2,2,2,2,2,2,4,8
36,235,2,2,2,2,2,2,2,2,2,3,8
37,235,2,2,2,2,2,2,2,2,3,4,8
38,235,2,2,2,2,2,2,2,2,2,4,8
39,235,2,2,2,2,2,2,2,2,2,5,8
40,235,2,2,2,2,2,2,2,2,2,3,8
41,235,2,1,2,1,2,1,2,1,3,4,8
42,235,1,1,2,2,2,2,2,1,2,4,8
43,235,1,1,2,2,2,2,2,2,2,5,8
44,235,1,1,2,2,2,2,2,2,2,4,8
45,235,1,1,2,1,1,1,1,1,2,4,8
46,235,1,1,2,2,3,1,2,1,2,3,8
47,235,1,1,2,2,2,2,2,2,2,4,8
48,235,1,1,2,2,3,2,2,2,1,4,8
49,235,2,1,2,1,3,1,2,1,3,3,8
50,235,1,1,2,2,3,2,2,2,2,3,8
51,235,1,1,8,2,2,2,-1,2,1,5,8
52,235,1,1,2,2,2,2,2,2,1,4,8
1,236,0,0,0,0,0,0,0,0,4,5,8
2,236,1,0,1,0,1,0,1,0,5,5,8
3,236,1,0,1,0,1,0,1,0,3,5,8
4,236,3,0,3,0,3,0,3,0,3,4,8
5,236,1,1,2,1,2,1,2,1,2,4,8
6,236,1,1,1,1,1,1,-1,1,2,5,8
7,236,1,1,1,1,1,1,1,1,3,4,8
8,236,1,1,4,1,1,1,4,1,4,4,8
9,236,1,1,1,1,1,1,1,1,1,4,8
10,236,1,1,1,1,1,1,2,1,1,4,8
11,236,1,1,1,1,1,1,1,1,3,4,8
12,236,1,1,1,1,1,1,1,1,3,4,8
13,236,1,1,1,1,1,1,1,1,2,4,8
14,236,1,1,1,1,1,1,1,1,2,3,8
15,236,3,2,4,2,3,1,2,1,3,4,8
16,236,3,1,3,1,3,1,3,1,3,4,8
17,236,1,1,1,1,1,1,2,1,1,5,8
18,236,1,1,1,1,1,1,1,1,1,4,8
19,236,3,1,3,1,3,1,2,1,3,5,8
20,236,3,1,3,1,3,1,3,1,3,3,8
21,236,2,2,2,2,2,2,2,2,3,4,8
22,236,2,2,2,2,2,2,2,2,2,4,8
23,236,2,2,2,2,2,2,2,2,2,4,8
24,236,2,2,2,2,2,2,3,2,2,4,8
25,236,2,2,3,2,3,2,3,2,3,4,8
26,236,2,2,5,2,-1,2,-1,2,2,5,8
27,236,2,2,2,2,3,2,2,2,2,4,8
28,236,2,2,2,2,3,2,3,2,2,4,8
29,236,1,1,4,1,3,1,3,1,3,4,8
30,236,1,1,5,1,-1,1,-1,1,3,5,8
31,236,1,1,2,2,2,2,2,2,2,4,8
32,236,1,1,3,2,3,2,3,2,2,4,8
33,236,2,2,2,2,2,2,2,2,3,4,8
34,236,2,2,2,2,2,2,2,2,3,4,8
35,236,2,2,2,2,2,2,2,2,2,5,8
36,236,2,2,2,2,2,2,2,2,2,4,8
37,236,1,1,4,1,2,1,2,1,3,4,8
38,236,2,1,2,2,2,2,2,2,3,4,8
39,236,2,2,3,2,3,2,3,2,2,4,8
40,236,2,2,2,2,2,2,2,2,2,4,8
41,236,1,1,1,1,2,1,1,1,2,4,8
42,236,1,1,1,1,3,1,2,1,2,4,8
43,236,1,1,3,1,3,1,3,1,2,5,8
44,236,1,1,2,2,2,2,2,2,2,4,8
45,236,1,1,3,1,3,1,3,1,3,4,8
46,236,1,1,4,2,2,1,3,2,2,4,8
47,236,1,1,2,2,4,2,3,2,2,4,8
48,236,1,1,3,2,4,2,4,3,2,4,8
49,236,1,1,3,2,3,2,2,1,3,3,8
50,236,1,1,2,1,2,1,2,2,2,4,8
51,236,1,1,8,3,3,1,3,2,1,5,8
52,236,1,1,4,2,4,2,4,2,1,4,8
1,237,0,0,0,0,0,0,0,0,4,4,8
2,237,0,0,0,0,0,0,0,0,4,5,8
3,237,0,0,0,0,0,0,0,0,4,5,8
4,237,0,0,1,0,0,0,1,0,5,5,8
5,237,1,1,1,1,1,1,1,1,2,4,8
6,237,1,1,1,1,1,1,1,1,1,4,8
7,237,2,1,2,1,2,1,1,1,4,4,8
8,237,1,1,1,1,1,1,1,1,4,4,8
9,237,1,1,2,1,2,1,2,1,1,5,8
10,237,1,1,1,1,1,1,3,1,1,4,8
11,237,1,1,2,1,2,1,2,1,3,5,8
12,237,1,1,1,1,1,1,1,1,3,4,8
13,237,1,1,5,1,1,1,3,1,3,4,8
14,237,1,1,2,1,1,1,2,1,2,4,8
15,237,1,1,5,1,1,1,1,1,5,5,8
16,237,1,1,3,1,1,1,2,1,4,5,8
17,237,1,1,1,1,1,1,1,1,1,5,8
18,237,1,1,1,1,1,1,1,1,1,4,8
19,237,1,1,2,1,1,1,1,1,4,5,8
20,237,1,1,2,1,1,1,2,1,4,5,8
21,237,2,2,2,2,2,2,2,2,2,4,8
22,237,2,2,2,2,2,2,2,2,2,4,8
23,237,2,2,2,2,2,2,2,2,2,4,8
24,237,2,2,2,2,2,2,3,2,2,3,8
25,237,2,2,2,2,2,2,2,2,2,4,8
26,237,2,2,2,2,2,2,2,2,2,4,8
27,237,2,2,2,2,2,2,2,2,2,5,8
28,237,2,2,2,2,2,2,2,2,2,3,8
29,237,1,1,2,1,2,1,2,1,2,4,8
30,237,1,1,1,1,3,1,3,1,2,4,8
31,237,1,1,2,2,2,2,2,2,2,5,8
32,237,1,1,2,2,2,2,2,2,2,3,8
33,237,2,2,5,2,-1,2,4,2,4,5,8
34,237,2,2,5,2,2,2,3,2,2,4,8
35,237,2,2,8,2,2,2,3,2,2,5,8
36,237,2,2,2,2,2,2,2,2,2,4,8
37,237,1,1,2,1,2,1,2,1,3,5,8
38,237,1,1,2,1,2,1,2,1,2,4,8
39,237,2,2,2,2,2,2,2,2,2,5,8
40,237,2,2,2,2,2,2,2,2,2,4,8
41,237,1,1,1,1,1,1,1,1,3,5,8
42,237,1,1,1,1,1,1,1,1,2,4,8
43,237,1,1,1,1,1,1,1,1,1,5,8
44,237,1,1,1,1,3,1,3,1,1,4,8
45,237,2,1,2,2,2,2,2,2,2,5,8
46,237,2,1,2,2,2,2,2,2,2,4,8
47,237,1,1,2,2,2,2,2,2,2,5,8
48,237,1,1,2,2,2,2,2,2,2,3,8
49,237,1,1,3,1,1,1,3,1,3,5,8
50,237,1,1,4,1,-1,1,4,1,2,4,8
51,237,1,1,4,2,2,1,2,1,1,4,8
52,237,1,1,2,2,2,1,2,2,1,4,8
1,238,0,0,0,0,0,0,0,0,3,4,8
2,238,4,0,4,0,1,0,1,0,4,4,8
3,238,1,0,1,0,1,0,1,0,4,4,8
4,238,1,0,1,0,1,0,1,0,4,5,8
5,238,1,1,1,1,1,1,1,1,2,4,8
6,238,1,1,3,1,3,1,3,1,2,4,8
7,238,2,2,2,2,3,2,2,1,3,4,8
8,238,2,2,3,2,3,2,3,2,3,4,8
9,238,1,1,1,1,1,1,1,1,1,4,8
10,238,1,1,1,1,3,1,3,1,1,4,8
11,238,2,2,3,2,-1,2,3,2,3,4,8
12,238,2,2,3,2,3,2,2,2,3,3,8
13,238,1,1,7,1,1,1,3,1,2,5,8
14,238,1,1,1,1,1,1,1,1,1,4,8
15,238,2,1,4,1,2,1,2,1,4,4,8
16,238,2,1,5,1,2,1,2,1,4,5,8
17,238,1,1,1,1,1,1,1,1,1,5,8
18,238,1,1,1,1,1,1,2,1,1,5,8
19,238,1,1,1,1,2,1,1,1,3,4,8
20,238,1,1,1,1,2,1,1,1,3,5,8
21,238,2,2,2,2,2,2,2,2,2,4,8
22,238,2,2,3,2,4,2,3,2,3,4,8
23,238,2,2,2,2,2,2,2,2,2,4,8
24,238,2,2,3,2,4,2,4,2,2,4,8
25,238,2,2,2,2,2,2,2,2,2,4,8
26,238,2,2,4,2,4,2,4,2,3,4,8
27,238,2,2,2,2,2,2,2,2,2,4,8
28,238,2,2,4,2,4,2,4,2,2,4,8
29,238,1,1,2,1,2,1,2,1,2,4,8
30,238,1,1,4,1,4,1,4,1,3,4,8
31,238,1,1,2,1,2,1,2,1,1,3,8
32,238,1,1,2,2,4,2,4,2,1,4,8
33,238,2,2,5,3,-1,2,3,2,3,5,8
34,238,2,2,4,3,-1,2,4,2,3,4,8
35,238,2,2,8,2,3,2,4,2,2,5,8
36,238,2,2,3,2,3,2,3,2,2,4,8
37,238,3,2,4,3,3,2,3,3,3,5,8
38,238,2,1,5,3,-1,2,-1,3,3,5,8
39,238,2,2,8,2,2,2,4,2,2,5,8
40,238,2,2,2,2,2,2,2,2,2,5,8
41,238,1,1,3,1,3,1,3,1,3,5,8
42,238,1,1,3,1,1,1,3,1,2,5,8
43,238,1,1,2,1,2,1,2,1,2,5,8
44,238,1,1,2,1,2,1,2,2,1,5,8
45,238,2,1,3,2,3,2,3,2,2,4,8
46,238,1,1,3,2,3,1,3,2,2,4,8
47,238,1,1,2,2,2,2,2,2,1,4,8
48,238,1,1,2,2,2,2,3,2,1,4,8
49,238,1,1,6,3,-1,2,3,2,2,5,8
50,238,1,1,2,2,3,1,2,1,2,5,8
51,238,1,1,2,2,2,2,2,2,2,5,8
52,238,1,1,2,2,2,1,2,2,1,5,8
1,239,0,0,0,0,0,0,0,0,4,4,8
2,239,0,0,0,0,0,0,0,0,5,5,8
3,239,0,0,0,0,0,0,0,0,4,5,8
4,239,0,0,0,0,0,0,0,0,3,4,8
5,239,1,1,2,1,2,1,2,1,2,4,8
6,239,1,1,1,1,1,1,1,1,2,4,8
7,239,1,1,1,1,1,1,1,1,4,5,8
8,239,1,1,1,1,1,1,1,1,3,4,8
9,239,1,1,1,1,3,1,2,1,1,5,8
10,239,1,1,1,1,2,1,2,1,1,4,8
11,239,1,1,1,1,1,1,1,1,4,5,8
12,239,1,1,1,1,1,1,1,1,3,4,8
13,239,1,1,2,1,2,1,2,1,2,4,8
14,239,1,1,2,2,3,1,2,1,2,3,8
15,239,2,1,2,1,2,1,1,1,3,4,8
16,239,1,1,1,1,1,1,1,1,3,4,8
17,239,1,1,3,1,3,1,3,1,1,4,8
18,239,1,1,1,1,1,1,2,1,1,5,8
19,239,2,1,2,1,2,1,1,1,3,4,8
20,239,1,1,1,1,1,1,1,1,3,4,8
21,239,2,2,2,2,2,2,2,2,3,3,8
22,239,2,2,2,2,2,2,2,2,2,3,8
23,239,2,2,2,2,2,2,2,2,2,4,8
24,239,2,2,2,2,2,2,2,2,2,3,8
25,239,2,2,2,2,2,2,2,2,2,3,8
26,239,2,2,2,2,2,2,2,2,2,3,8
27,239,2,2,2,2,2,2,2,2,2,3,8
28,239,2,2,2,2,2,2,2,2,2,3,8
29,239,2,1,2,1,2,1,2,1,2,4,8
30,239,1,1,2,2,2,1,2,1,2,3,8
31,239,1,1,2,2,2,2,2,2,2,4,8
32,239,1,1,2,2,2,2,2,2,2,4,8
33,239,2,2,2,2,2,2,2,2,2,4,8
34,239,2,2,3,2,3,2,3,2,3,3,8
35,239,2,2,2,2,2,2,2,2,2,4,8
36,239,2,2,2,2,2,2,2,2,2,3,8
37,239,2,2,2,2,2,2,2,2,2,4,8
38,239,2,2,2,2,3,2,2,2,2,3,8
39,239,2,2,2,2,2,2,2,2,2,4,8
40,239,2,2,2,2,2,2,2,2,2,4,8
41,239,2,2,2,2,2,2,2,2,2,4,8
42,239,2,1,3,2,3,2,3,2,2,3,8
43,239,2,2,3,2,3,2,3,2,2,4,8
44,239,2,1,4,2,-1,2,4,2,2,4,8
45,239,2,1,2,2,2,2,2,2,2,4,8
46,239,2,1,2,2,2,2,2,2,2,4,8
47,239,1,1,2,2,3,2,3,2,1,4,8
48,239,1,1,2,2,2,2,2,2,1,4,8
49,239,2,2,2,2,2,2,2,2,2,3,8
50,239,2,2,2,2,2,2,2,2,2,4,8
51,239,2,1,2,2,2,2,2,2,2,5,8
52,239,1,1,2,2,2,2,2,2,2,4,8
1,240,0,0,0,0,0,0,0,0,4,5,8
2,240,0,0,0,0,0,0,0,0,3,4,8
3,240,1,0,0,0,1,0,0,0,4,4,8
4,240,0,0,0,0,0,0,0,0,5,5,8
5,240,1,1,1,1,1,1,1,1,3,5,8
6,240,1,1,1,1,1,1,1,1,1,3,8
7,240,1,1,1,1,1,1,1,1,4,4,8
8,240,1,1,2,1,1,1,1,1,3,4,8
9,240,1,1,1,1,1,1,1,1,1,4,8
10,240,1,1,1,1,1,1,1,1,1,3,8
11,240,1,1,1,1,1,1,1,1,4,4,8
12,240,1,1,2,1,1,1,1,1,3,4,8
13,240,1,1,1,1,1,1,1,1,3,4,8
14,240,1,1,1,1,2,1,1,1,2,4,8
15,240,2,1,2,1,2,1,1,1,4,5,8
16,240,1,1,1,1,1,1,1,1,4,4,8
17,240,1,1,8,2,2,1,4,2,2,5,8
18,240,1,1,1,1,1,1,1,1,1,4,8
19,240,1,1,1,1,1,1,1,1,3,5,8
20,240,1,1,1,1,1,1,1,1,4,4,8
21,240,2,2,2,2,2,2,2,2,3,4,8
22,240,2,2,2,2,2,2,2,2,2,3,8
23,240,2,2,2,2,2,2,2,2,2,4,8
24,240,2,2,2,2,2,2,2,2,2,3,8
25,240,1,1,3,1,4,1,3,1,3,4,8
26,240,2,1,2,2,2,1,2,1,2,3,8
27,240,2,1,2,2,3,2,2,2,2,3,8
28,240,2,2,2,2,2,2,2,2,2,4,8
29,240,1,1,3,1,1,1,3,1,3,4,8
30,240,1,1,1,1,1,1,1,1,2,3,8
31,240,1,1,2,1,3,1,2,1,1,5,8
32,240,1,1,2,2,2,2,2,2,1,3,8
33,240,2,1,3,1,3,1,2,1,3,4,8
34,240,2,2,2,2,2,2,2,2,2,5,8
35,240,2,2,2,2,2,2,2,2,2,3,8
36,240,2,2,2,2,2,2,2,2,2,3,8
37,240,1,1,1,1,1,1,1,1,3,4,8
38,240,2,1,2,1,2,1,2,1,2,5,8
39,240,2,2,2,2,2,2,2,2,2,3,8
40,240,2,2,2,2,2,2,2,2,2,3,8
41,240,1,1,1,1,1,1,1,1,3,4,8
42,240,1,1,1,1,1,1,2,1,2,5,8
43,240,1,1,2,1,2,1,2,1,2,5,8
44,240,1,1,1,1,1,1,1,1,1,3,8
45,240,1,1,3,1,2,1,2,1,2,4,8
46,240,1,1,1,1,1,1,2,1,2,4,8
47,240,1,1,1,1,1,1,2,1,1,4,8
48,240,1,1,2,2,2,1,2,2,1,3,8
49,240,1,1,1,1,1,1,1,1,2,4,8
50,240,1,1,1,1,1,1,1,1,2,5,8
51,240,1,1,8,1,1,1,2,1,1,5,8
52,240,1,1,1,1,1,1,2,1,1,4,8
1,241,0,0,0,0,0,0,0,0,3,4,8
2,241,0,0,0,0,0,0,0,0,4,5,8
3,241,2,0,2,0,2,0,2,0,4,4,8
4,241,2,0,2,0,2,0,2,0,3,4,8
5,241,1,1,2,1,1,1,2,1,2,5,8
6,241,1,1,1,1,1,1,2,1,1,3,8
7,241,2,1,2,1,1,1,1,1,3,5,8
8,241,1,1,2,1,2,1,1,1,4,4,8
9,241,1,1,1,1,1,1,1,1,1,5,8
10,241,1,1,1,1,1,1,1,1,1,3,8
11,241,1,1,2,1,1,1,1,1,3,4,8
12,241,1,1,1,1,1,1,1,1,4,4,8
13,241,1,1,2,1,2,1,2,1,2,4,8
14,241,1,1,2,1,2,1,2,1,2,3,8
15,241,2,1,2,1,2,1,2,1,4,4,8
16,241,3,1,3,2,3,1,3,1,3,4,8
17,241,1,1,1,1,1,1,2,1,1,5,8
18,241,1,1,1,1,1,1,1,1,1,4,8
19,241,1,1,2,1,2,1,2,1,4,5,8
20,241,1,1,3,1,1,1,1,1,3,4,8
21,241,2,2,2,2,2,2,2,2,2,4,8
22,241,2,2,2,2,2,2,2,2,2,3,8
23,241,2,2,4,2,4,2,3,2,2,4,8
24,241,2,2,2,2,2,2,2,2,2,3,8
25,241,2,2,2,2,2,2,2,2,2,4,8
26,241,2,2,2,2,3,2,2,2,2,3,8
27,241,2,2,2,2,2,2,2,2,2,4,8
28,241,2,2,2,2,2,2,2,2,2,3,8
29,241,1,1,2,2,2,1,2,2,2,4,8
30,241,1,1,2,1,2,1,2,1,2,3,8
31,241,1,1,2,2,2,2,2,2,2,5,8
32,241,1,1,2,2,2,2,2,2,1,3,8
33,241,2,2,2,2,2,2,2,2,2,5,8
34,241,2,2,2,2,2,2,2,2,2,4,8
35,241,2,2,5,2,3,2,3,2,2,5,8
36,241,2,2,2,2,2,2,2,2,2,3,8
37,241,2,2,4,2,2,2,2,2,3,4,8
38,241,2,2,2,2,2,2,2,2,2,4,8
39,241,2,2,2,2,2,2,2,2,2,5,8
40,241,2,2,2,2,2,2,2,2,2,3,8
41,241,2,1,3,2,2,2,2,1,2,4,8
42,241,1,1,2,2,2,1,2,1,2,4,8
43,241,1,1,2,2,2,2,2,2,2,5,8
44,241,1,1,2,2,2,2,2,2,2,4,8
45,241,1,1,3,2,3,2,3,2,2,5,8
46,241,1,1,2,2,2,2,2,2,2,3,8
47,241,1,1,2,2,3,2,2,2,2,5,8
48,241,1,1,2,2,2,2,2,2,1,3,8
49,241,1,1,2,2,2,2,2,2,2,5,8
50,241,1,1,2,2,2,1,2,1,2,4,8
51,241,1,1,2,2,2,1,2,1,1,4,8
52,241,1,1,2,2,2,1,2,2,1,4,8
1,242,0,0,0,0,0,0,0,0,3,5,8
2,242,1,0,1,0,1,0,1,0,4,4,8
3,242,1,1,3,1,1,1,2,1,4,4,8
4,242,0,0,6,0,0,0,1,0,4,5,8
5,242,1,1,1,1,1,1,1,1,3,4,8
6,242,1,1,1,1,1,1,1,1,1,4,8
7,242,2,1,2,1,2,1,2,1,3,4,8
8,242,2,1,2,2,2,1,2,1,4,5,8
9,242,1,1,1,1,1,1,1,1,1,5,8
10,242,1,1,1,1,1,1,1,1,1,5,8
11,242,1,1,4,1,-1,1,2,1,3,4,8
12,242,1,1,2,1,2,1,2,1,3,4,8
13,242,1,1,7,1,2,1,4,1,3,6,8
14,242,1,1,1,1,1,1,1,1,2,5,8
15,242,2,2,3,2,2,2,2,2,4,4,8
16,242,3,1,6,3,3,1,3,1,4,5,8
17,242,1,1,1,1,1,1,1,1,1,4,8
18,242,1,1,1,1,1,1,2,1,1,4,8
19,242,2,2,4,2,2,2,2,2,3,4,8
20,242,1,1,6,1,-1,1,3,1,3,6,8
21,242,2,2,3,2,3,2,2,1,3,4,8
22,242,2,2,2,2,2,2,2,2,2,4,8
23,242,2,2,2,2,2,2,2,2,2,4,8
24,242,2,2,2,2,2,2,3,2,2,4,8
25,242,2,1,2,1,2,1,2,1,3,4,8
26,242,2,2,2,2,2,2,2,2,2,4,8
27,242,2,2,2,2,2,2,2,2,2,4,8
28,242,2,2,2,2,3,2,3,2,2,3,8
29,242,1,1,3,1,3,1,3,1,3,4,8
30,242,1,1,1,1,4,1,2,1,3,4,8
31,242,1,1,2,2,2,2,2,2,2,3,8
32,242,1,1,2,2,2,2,2,2,1,4,8
33,242,3,2,6,4,-1,2,4,2,4,5,8
34,242,3,2,5,3,3,2,-1,2,3,5,8
35,242,2,2,3,3,3,2,3,2,3,5,8
36,242,2,2,3,2,3,2,3,2,2,4,8
37,242,3,1,4,4,-1,1,4,1,3,4,8
38,242,2,2,4,3,-1,2,4,2,3,4,8
39,242,2,2,6,3,4,2,3,2,3,5,8
40,242,2,2,4,2,3,2,4,2,2,4,8
41,242,1,1,7,1,-1,1,3,1,3,5,8
42,242,1,1,3,1,2,1,3,1,2,5,8
43,242,1,1,3,1,3,1,3,2,2,5,8
